index,Class,score,video_x
4_3_12,6,0.736141323486565,4_3
4_3_13,6,0.7397387479632891,4_3
4_3_14,6,0.7444043802925033,4_3
4_3_15,6,0.7507141754838478,4_3
4_3_16,6,0.7575433971152861,4_3
4_3_17,6,0.7577204562816902,4_3
4_3_18,6,0.755112950689264,4_3
4_3_19,6,0.7531286451683994,4_3
4_3_20,6,0.754394294225676,4_3
4_3_21,6,0.7613529189069952,4_3
4_3_22,6,0.7733786078762941,4_3
4_3_23,6,0.7806794123862946,4_3
4_3_24,6,0.7846079379204169,4_3
4_3_25,6,0.7890798387910085,4_3
4_3_26,6,0.7921487265431131,4_3
4_3_27,6,0.7949445096824432,4_3
4_3_28,6,0.7983066733296358,4_3
4_3_29,6,0.8016403558672232,4_3
4_3_30,6,0.8072320790112595,4_3
4_3_31,6,0.815587075723238,4_3
4_3_32,6,0.8252378895888972,4_3
4_3_33,6,0.8366556824229445,4_3
4_3_34,6,0.8492992899963179,4_3
4_3_35,6,0.8587291077140877,4_3
4_3_36,6,0.8702609508159438,4_3
4_3_37,6,0.8890624595173695,4_3
4_3_38,6,0.902028937472221,4_3
4_3_39,6,0.9134967704765792,4_3
4_3_40,6,0.9258217529567332,4_3
4_3_41,6,0.9351165071589074,4_3
4_3_42,6,0.9438523037068628,4_3
4_3_43,6,0.9520527936961032,4_3
4_3_44,6,0.9592136881673096,4_3
4_3_45,6,0.9681618738522062,4_3
4_3_46,6,0.9831514285577913,4_3
4_3_47,6,0.9927381323587734,4_3
4_3_48,6,1.0,4_3
4_3_49,6,0.9900503130315768,4_3
4_3_50,6,0.979462558253486,4_3
4_3_51,6,0.966923521253573,4_3
4_3_52,6,0.9530027804117542,4_3
4_3_53,6,0.9431352769695978,4_3
4_3_54,6,0.9350804337431332,4_3
4_3_55,6,0.9277715869267986,4_3
4_3_56,6,0.9190828412036482,4_3
4_3_57,6,0.9107517778813424,4_3
4_3_58,6,0.9012626778576314,4_3
4_3_59,6,0.8945307434597725,4_3
4_3_60,6,0.8893988472801004,4_3
4_3_61,6,0.8826802059808776,4_3
4_3_62,6,0.8755969204456675,4_3
4_3_63,6,0.8692798379396465,4_3
4_3_64,6,0.8640136432678345,4_3
4_3_65,6,0.8586450376191901,4_3
4_3_66,6,0.8526905896981296,4_3
4_3_67,6,0.8481268006223592,4_3
4_3_68,6,0.84385894358827,4_3
4_3_69,6,0.8404758220496333,4_3
4_3_70,6,0.8370247581431922,4_3
4_3_71,6,0.8325977938275966,4_3
4_3_72,6,0.8287201089276506,4_3
4_3_73,6,0.8259402000537763,4_3
4_3_74,6,0.8229267684572643,4_3
4_3_75,6,0.8203332185757377,4_3
4_3_76,6,0.8186270785109111,4_3
4_3_77,6,0.8133803448724397,4_3
4_3_78,6,0.8044610864364785,4_3
4_3_79,6,0.7880463090379111,4_3
4_3_80,6,0.7669832062981847,4_3
4_3_81,6,0.7469787202846265,4_3
4_3_82,6,0.7322944177632744,4_3
4_3_83,6,0.7187537299272457,4_3
4_3_84,6,0.7045614009508556,4_3
4_3_85,6,0.6893997209346525,4_3
4_3_86,6,0.6751956272110176,4_3
4_3_87,6,0.6624248402240034,4_3
4_3_88,6,0.6480372879151248,4_3
4_3_89,6,0.6344953845144734,4_3
4_3_90,6,0.6216926243014618,4_3
4_3_91,6,0.6076085648814862,4_3
4_3_92,6,0.597044558663997,4_3
4_3_93,6,0.5882948098618475,4_3
4_3_94,6,0.5799781161248667,4_3
4_3_95,6,0.5712796984511164,4_3
4_3_96,6,0.5625355744682123,4_3
4_3_97,6,0.5533080164911646,4_3
4_3_98,5,0.5437284857883184,4_3
4_3_99,5,0.5335525688477012,4_3
4_3_100,5,0.5248048428052261,4_3
4_3_101,5,0.5123832915389768,4_3
4_3_102,5,0.4988991127104407,4_3
4_3_103,5,0.4867915230659648,4_3
4_3_104,5,0.4793529301482307,4_3
4_3_105,5,0.4738515429591122,4_3
4_3_106,5,0.470906543902155,4_3
4_3_107,5,0.4710345474046842,4_3
4_3_108,6,0.4767497537404375,4_3
4_3_109,6,0.4826014322060327,4_3
4_3_110,6,0.4860687159836561,4_3
4_3_111,6,0.4905929134659453,4_3
4_3_112,6,0.4943076730843095,4_3
4_3_113,6,0.496148242918275,4_3
4_3_114,6,0.4983351285686554,4_3
4_3_115,6,0.5023703842560432,4_3
4_3_116,6,0.5053420294611273,4_3
4_3_117,6,0.507225629170468,4_3
4_3_118,6,0.5080676252512519,4_3
4_3_119,6,0.5075902456248012,4_3
4_3_120,6,0.5070362687114736,4_3
4_3_121,6,0.5092573142611072,4_3
4_3_122,6,0.5104363034131947,4_3
4_3_123,6,0.5096931075679341,4_3
4_3_124,6,0.5082126853334799,4_3
4_3_125,6,0.5060711344827564,4_3
4_3_126,6,0.5063848090853085,4_3
4_3_127,6,0.5114282666858447,4_3
4_3_128,6,0.5142221325459526,4_3
4_3_129,6,0.5145094741442675,4_3
4_3_130,6,0.5146910390968935,4_3
4_3_131,6,0.512203401438242,4_3
4_3_132,6,0.5083007395974817,4_3
4_3_133,6,0.5035665930871565,4_3
4_3_134,6,0.4971309971087611,4_3
4_3_135,6,0.4916357256172084,4_3
4_3_136,6,0.4863711725551435,4_3
4_3_137,6,0.4812270624544748,4_3
4_3_138,6,0.4764049220775282,4_3
4_3_139,6,0.4735245008862735,4_3
4_3_140,6,0.4697169973258592,4_3
4_3_141,6,0.4662049109042506,4_3
4_3_142,6,0.4625820480536957,4_3
4_3_143,6,0.4593296761129746,4_3
4_3_144,6,0.4566560636865732,4_3
4_3_145,6,0.4509279653850753,4_3
4_3_146,6,0.4443437166374617,4_3
4_3_147,6,0.4377578099725648,4_3
4_3_148,6,0.4317993387692067,4_3
4_3_149,6,0.4263840994830281,4_3
4_3_150,6,0.4214175662191636,4_3
4_3_151,6,0.415749713713797,4_3
4_3_152,6,0.4099820823680986,4_3
4_3_153,6,0.4026885100352584,4_3
4_3_154,6,0.3963061005141451,4_3
4_3_155,6,0.393641937323715,4_3
4_3_156,6,0.3941610875246522,4_3
4_3_157,6,0.3989945461381299,4_3
4_3_158,6,0.3972542880094894,4_3
4_3_159,6,0.3920004876279401,4_3
4_3_160,6,0.3883298559710565,4_3
4_3_161,6,0.3853639567663279,4_3
4_3_162,6,0.3832594898427779,4_3
4_3_163,6,0.3807325054786369,4_3
4_3_164,6,0.37725559655307,4_3
4_3_165,6,0.3750784456912001,4_3
4_3_166,6,0.3723893183280288,4_3
4_3_167,6,0.3692759347183593,4_3
4_3_168,6,0.3635704897152641,4_3
4_3_169,6,0.3578772726149244,4_3
4_3_170,6,0.3528716165888947,4_3
4_3_171,6,0.3483405994880589,4_3
4_3_172,6,0.3443635219522594,4_3
4_3_173,6,0.3402588133972092,4_3
4_3_174,6,0.3358545819911794,4_3
4_3_175,6,0.3314731418432539,4_3
4_3_176,6,0.3271800645674838,4_3
4_3_177,6,0.3230905169990916,4_3
4_3_178,6,0.3201667629197979,4_3
4_3_179,6,0.3199259327710345,4_3
4_3_180,6,0.3188173225462004,4_3
4_3_181,6,0.3154421827697088,4_3
4_3_182,6,0.311116859342892,4_3
4_3_183,6,0.3070597240715509,4_3
4_3_184,6,0.3042885782258415,4_3
4_3_185,6,0.3014688892120847,4_3
4_3_186,6,0.2995452256985693,4_3
4_3_187,6,0.2972373584225218,4_3
4_3_188,6,0.2946135346827528,4_3
4_3_189,6,0.2924438498957661,4_3
4_3_190,6,0.2912570780320451,4_3
4_3_191,6,0.2892208211652301,4_3
4_3_192,6,0.2869434288328151,4_3
4_3_193,6,0.2864873956343611,4_3
4_3_194,6,0.2844741144437698,4_3
4_3_195,6,0.2805074195189614,4_3
4_3_196,6,0.2768456085537196,4_3
4_3_197,6,0.2731620001206583,4_3
4_3_198,6,0.2694158174327427,4_3
4_3_199,6,0.265665358363724,4_3
4_3_200,6,0.2620563403989187,4_3
4_3_201,6,0.259295866283481,4_3
4_3_202,6,0.2566766835688802,4_3
4_3_203,6,0.2532631288966041,4_3
4_3_204,6,0.2505109200395221,4_3
4_3_205,6,0.2483861118266242,4_3
4_3_206,6,0.244873624095101,4_3
4_3_207,6,0.2416823551363698,4_3
4_3_208,6,0.2400157169982107,4_3
4_3_209,6,0.2383821849864786,4_3
4_3_210,6,0.2371901076551392,4_3
4_3_211,6,0.235147407412613,4_3
4_3_212,6,0.2310238675045331,4_3
4_3_213,6,0.2272132768748325,4_3
4_3_214,6,0.2244436156077515,4_3
4_3_215,6,0.2207758247992872,4_3
4_3_216,6,0.2173932633460549,4_3
4_3_217,6,0.2139786249414145,4_3
4_3_218,6,0.21091574269371,4_3
4_3_219,6,0.2075176222483738,4_3
4_3_220,6,0.2041856124867129,4_3
4_3_221,6,0.1998202517135668,4_3
4_3_222,6,0.1944613049493761,4_3
4_3_223,6,0.1901934503779807,4_3
4_3_224,6,0.1860704850159926,4_3
4_3_225,6,0.1822555245598181,4_3
4_3_226,6,0.1778012936757843,4_3
4_3_227,6,0.1731759792092012,4_3
4_3_228,6,0.1676115124348099,4_3
4_3_229,6,0.1629125867060635,4_3
4_3_230,6,0.1579212507889266,4_3
4_3_231,6,0.1532559580041257,4_3
4_3_232,6,0.1495054398436803,4_3
4_3_233,6,0.1446701192935263,4_3
4_3_234,6,0.1392968932697904,4_3
4_3_235,6,0.1337404926672328,4_3
4_3_236,6,0.1286861726493846,4_3
4_3_237,6,0.1244602703533448,4_3
4_3_238,6,0.1216352421281013,4_3
4_3_239,6,0.1183207205758965,4_3
4_3_240,6,0.1151728594178029,4_3
4_3_241,6,0.1128191506975745,4_3
4_3_242,6,0.1103579210383087,4_3
4_3_243,6,0.106988082709871,4_3
4_3_244,6,0.1034919315297291,4_3
4_3_245,6,0.0989393831397081,4_3
4_3_246,6,0.0947315411714137,4_3
4_3_247,6,0.0909772791141719,4_3
4_3_248,6,0.0864436108858258,4_3
4_3_249,6,0.0820100160196513,4_3
4_3_250,6,0.0783464223815041,4_3
4_3_251,6,0.073622249887736,4_3
4_3_252,6,0.0694265158788882,4_3
4_3_253,6,0.0661587167345128,4_3
4_3_254,6,0.0625527657002494,4_3
4_3_255,6,0.0595558630344367,4_3
4_3_256,6,0.0562911537179171,4_3
4_3_257,6,0.0531094754066287,4_3
4_3_258,6,0.0503058961469604,4_3
4_3_259,6,0.0481663173588554,4_3
4_3_260,6,0.0456420464603381,4_3
4_3_261,6,0.0431770406440235,4_3
4_3_262,6,0.0395769055987415,4_3
4_3_263,6,0.0356060752612452,4_3
4_3_264,6,0.0318201082115032,4_3
4_3_265,6,0.0285035461326227,4_3
4_3_266,6,0.0249351321453008,4_3
4_3_267,6,0.0215654073279597,4_3
4_3_268,6,0.0185316374100723,4_3
4_3_269,6,0.0148493366320311,4_3
4_3_270,6,0.0110307308187408,4_3
4_3_271,6,0.0078601797142308,4_3
4_3_272,6,0.0040878679006879,4_3
4_3_273,6,0.0,4_3
5_3_1,5,0.0,5_3
5_3_2,5,0.0286431554092934,5_3
5_3_3,5,0.0493818044074504,5_3
5_3_4,5,0.063247637808801,5_3
5_3_5,5,0.0741897852580825,5_3
5_3_6,5,0.0861370726914134,5_3
5_3_7,5,0.0969883806276484,5_3
5_3_8,5,0.110137590686431,5_3
5_3_9,5,0.1360002227184985,5_3
5_3_10,5,0.167252283253731,5_3
5_3_11,5,0.1968265020114235,5_3
5_3_12,5,0.2156863655897635,5_3
5_3_13,5,0.2221558847029685,5_3
5_3_14,5,0.2262385017083988,5_3
5_3_15,5,0.2389829528276307,5_3
5_3_16,5,0.2567547218742589,5_3
5_3_17,5,0.2721389330104485,5_3
5_3_18,5,0.2866117069195735,5_3
5_3_19,5,0.2994624951337822,5_3
5_3_20,5,0.3152038983113576,5_3
5_3_21,5,0.3318009226363339,5_3
5_3_22,5,0.3474287139704024,5_3
5_3_23,5,0.3630942877045907,5_3
5_3_24,5,0.3743382093410421,5_3
5_3_25,5,0.3876162056944323,5_3
5_3_26,5,0.4045889840098005,5_3
5_3_27,5,0.4210877556251996,5_3
5_3_28,5,0.4401915341599148,5_3
5_3_29,5,0.4658793647265088,5_3
5_3_30,5,0.4863670119094013,5_3
5_3_31,5,0.5076219793061139,5_3
5_3_32,5,0.543189315946006,5_3
5_3_33,5,0.5799428445553407,5_3
5_3_34,5,0.6192864052024343,5_3
5_3_35,5,0.6692714423509073,5_3
5_3_36,5,0.727305687013249,5_3
5_3_37,5,0.8030269211590766,5_3
5_3_38,5,0.9028957655268286,5_3
5_3_39,6,0.966337942162678,5_3
5_3_40,6,1.0,5_3
5_3_41,6,0.9655551401118574,5_3
5_3_42,6,0.92309270343053,5_3
5_3_43,6,0.8696679461658734,5_3
5_3_44,5,0.8153842468940822,5_3
5_3_45,5,0.7590066011353316,5_3
5_3_46,5,0.6868795290420677,5_3
5_3_47,5,0.6279801990730436,5_3
5_3_48,5,0.5843786224640143,5_3
5_3_49,5,0.5549824907108242,5_3
5_3_50,5,0.5434580647946855,5_3
5_3_51,5,0.5431793729965912,5_3
5_3_52,5,0.5544968772910079,5_3
5_3_53,5,0.5646616429756599,5_3
5_3_54,5,0.5387957672896247,5_3
5_3_55,5,0.4864968566463409,5_3
5_3_56,5,0.4461511070580696,5_3
5_3_57,5,0.4143557961354801,5_3
6_3_1,6,0.0,6_3
6_3_2,6,0.017990475780416,6_3
6_3_3,6,0.0359390780408559,6_3
6_3_4,6,0.0505508142788497,6_3
6_3_5,6,0.0625177867906534,6_3
6_3_6,6,0.0731312502574483,6_3
6_3_7,6,0.0832265081480677,6_3
6_3_8,6,0.0948301388969503,6_3
6_3_9,6,0.1054570297504537,6_3
6_3_10,6,0.1190048399955593,6_3
6_3_11,6,0.1338553547954633,6_3
6_3_12,6,0.1488033561304543,6_3
6_3_13,6,0.1661178508842152,6_3
6_3_14,6,0.1880920978602687,6_3
6_3_15,6,0.2030499280679253,6_3
6_3_16,6,0.2067528021197671,6_3
6_3_17,5,0.2034940570351477,6_3
6_3_18,5,0.2010225699669681,6_3
6_3_19,5,0.2006050027725529,6_3
6_3_20,5,0.2013179653561757,6_3
6_3_21,5,0.2053821594391564,6_3
6_3_22,5,0.2094415149024992,6_3
6_3_23,5,0.2133954640438005,6_3
6_3_24,5,0.2197055399113879,6_3
6_3_25,5,0.2274705682609941,6_3
6_3_26,5,0.2343351480812491,6_3
6_3_27,5,0.2448658769095382,6_3
6_3_28,5,0.2617605624482969,6_3
6_3_29,5,0.2785468465841438,6_3
6_3_30,5,0.2944606877105464,6_3
6_3_31,5,0.3099767868847255,6_3
6_3_32,5,0.3250256424335903,6_3
6_3_33,5,0.3398726295444516,6_3
6_3_34,6,0.3563575104612282,6_3
6_3_35,6,0.3717656509172151,6_3
6_3_36,6,0.3885995245034737,6_3
6_3_37,6,0.4086275794616656,6_3
6_3_38,6,0.4341802460020414,6_3
6_3_39,6,0.4643398532628104,6_3
6_3_40,6,0.4950591488565213,6_3
6_3_41,6,0.5184451656671148,6_3
6_3_42,6,0.5281512440995915,6_3
6_3_43,6,0.5327574324773185,6_3
6_3_44,6,0.535293233362661,6_3
6_3_45,5,0.534158802959397,6_3
6_3_46,5,0.5322381333204775,6_3
6_3_47,5,0.5294459289966196,6_3
6_3_48,5,0.5322296273598001,6_3
6_3_49,5,0.536654564724485,6_3
6_3_50,5,0.5430268528744067,6_3
6_3_51,5,0.5565175027382484,6_3
6_3_52,5,0.5785600097169599,6_3
6_3_53,5,0.6068498057159618,6_3
6_3_54,6,0.6437103761724429,6_3
6_3_55,6,0.6920695952414361,6_3
6_3_56,6,0.7486944676735329,6_3
6_3_57,6,0.7969994421093749,6_3
6_3_58,6,0.8452239176402867,6_3
6_3_59,6,0.8996531192969786,6_3
6_3_60,6,0.9424723432085748,6_3
6_3_61,6,0.97591313957797,6_3
6_3_62,6,1.0,6_3
6_3_63,6,0.9766653844072088,6_3
7_3_1,6,1.0,7_3
7_3_2,5,0.920470752013046,7_3
7_3_3,5,0.7940934306233108,7_3
7_3_4,5,0.6718812759738898,7_3
7_3_5,5,0.60249055945685,7_3
7_3_6,5,0.5575424146559935,7_3
7_3_7,5,0.523807918053142,7_3
7_3_8,5,0.5023793212668102,7_3
7_3_9,5,0.4759109776691832,7_3
7_3_10,5,0.4600283900737016,7_3
7_3_11,5,0.45917646911498,7_3
7_3_12,5,0.459107483631674,7_3
7_3_13,5,0.4510373469366892,7_3
7_3_14,5,0.4323056411078729,7_3
7_3_15,5,0.4013557261898888,7_3
7_3_16,5,0.3613875685995562,7_3
7_3_17,5,0.3252323919681706,7_3
7_3_18,5,0.2942498670430916,7_3
7_3_19,5,0.2761609639062333,7_3
7_3_20,6,0.2735955084226278,7_3
7_3_21,6,0.2689244202357671,7_3
7_3_22,6,0.2609869101659434,7_3
7_3_23,5,0.2475667575333111,7_3
7_3_24,5,0.222725480605449,7_3
7_3_25,5,0.1956733216449169,7_3
7_3_26,5,0.1687406272050914,7_3
7_3_27,5,0.1455890032753273,7_3
7_3_28,5,0.1272051503835673,7_3
7_3_29,5,0.1172879646665129,7_3
7_3_30,5,0.1052288832845418,7_3
7_3_31,6,0.0839219653859961,7_3
7_3_32,6,0.0598814190154252,7_3
7_3_33,6,0.0373908291001811,7_3
7_3_34,6,0.0175395359243577,7_3
7_3_35,6,0.0,7_3
8_3_1,0,0.0,8_3
8_3_2,0,0.0203859905453175,8_3
8_3_3,0,0.03594566763407,8_3
8_3_4,0,0.0438910410335042,8_3
8_3_5,0,0.0509612996700105,8_3
8_3_6,0,0.0540259278156777,8_3
8_3_7,0,0.0580495013098193,8_3
8_3_8,0,0.0690657144033163,8_3
8_3_9,0,0.0756304891196827,8_3
8_3_10,0,0.0835842972544835,8_3
8_3_11,0,0.0960953803446009,8_3
8_3_12,0,0.1108606100380565,8_3
8_3_13,0,0.1162174976633539,8_3
8_3_14,0,0.1236925273828905,8_3
8_3_15,0,0.1375714946950378,8_3
8_3_16,0,0.1539079496334287,8_3
8_3_17,0,0.1690184034407928,8_3
8_3_18,0,0.178319764639781,8_3
8_3_19,0,0.1901881721129889,8_3
8_3_20,0,0.2019341037476388,8_3
8_3_21,0,0.2168219170482471,8_3
8_3_22,0,0.2268703850027389,8_3
8_3_23,0,0.2368387276484326,8_3
8_3_24,0,0.2442613835576974,8_3
8_3_25,0,0.2478513821675672,8_3
8_3_26,0,0.2509658076058015,8_3
8_3_27,5,0.253505358301959,8_3
8_3_28,5,0.2597072515120939,8_3
8_3_29,5,0.2658156135510042,8_3
8_3_30,5,0.2724951658882684,8_3
8_3_31,5,0.2815378500812365,8_3
8_3_32,5,0.2947796786733827,8_3
8_3_33,5,0.30412180381709,8_3
8_3_34,5,0.3152345575437636,8_3
8_3_35,5,0.3311222374002611,8_3
8_3_36,5,0.3431403474981605,8_3
8_3_37,5,0.3561044803508303,8_3
8_3_38,5,0.37556476258111,8_3
8_3_39,5,0.3923836608013762,8_3
8_3_40,5,0.4072776210033358,8_3
8_3_41,5,0.4110460746164121,8_3
8_3_42,5,0.4063071339985056,8_3
8_3_43,5,0.4064238703642448,8_3
8_3_44,5,0.4204100639734208,8_3
8_3_45,5,0.4421909784842995,8_3
8_3_46,5,0.4548518630164153,8_3
8_3_47,5,0.4614149476913932,8_3
8_3_48,5,0.4628374544450752,8_3
8_3_49,5,0.4626104358391575,8_3
8_3_50,5,0.4748138937945713,8_3
8_3_51,5,0.4939752546978416,8_3
8_3_52,5,0.514780960861629,8_3
8_3_53,5,0.5281203108389123,8_3
8_3_54,5,0.528892873779943,8_3
8_3_55,5,0.5283866236269541,8_3
8_3_56,5,0.5311506465305464,8_3
8_3_57,5,0.528370338180419,8_3
8_3_58,5,0.5402767301472786,8_3
8_3_59,5,0.5773854661342541,8_3
8_3_60,5,0.6078891055468088,8_3
8_3_61,5,0.608038062192904,8_3
8_3_62,5,0.5943668294188662,8_3
8_3_63,5,0.58651290401619,8_3
8_3_64,5,0.5845751349026687,8_3
8_3_65,5,0.58665384851686,8_3
8_3_66,5,0.5888057077387499,8_3
8_3_67,5,0.5950848830371396,8_3
