index,Class,video_x
14_1_4,1,14_1
14_1_5,1,14_1
14_1_6,1,14_1
14_1_7,1,14_1
14_1_8,1,14_1
14_1_9,1,14_1
14_1_10,0,14_1
14_1_11,0,14_1
14_1_12,0,14_1
14_1_13,0,14_1
14_1_14,0,14_1
14_1_15,0,14_1
14_1_16,0,14_1
14_1_17,0,14_1
14_1_18,0,14_1
14_1_19,1,14_1
14_1_20,1,14_1
14_1_21,1,14_1
14_1_22,1,14_1
14_1_23,1,14_1
14_1_24,1,14_1
14_1_25,1,14_1
14_1_26,1,14_1
14_1_27,1,14_1
14_1_28,1,14_1
14_1_29,1,14_1
14_1_30,1,14_1
14_1_31,1,14_1
14_1_32,1,14_1
14_1_33,1,14_1
14_1_34,1,14_1
14_1_35,1,14_1
14_1_36,1,14_1
14_1_37,1,14_1
14_1_38,1,14_1
14_1_39,1,14_1
14_1_40,1,14_1
14_1_41,1,14_1
14_1_42,1,14_1
14_1_43,1,14_1
14_1_44,1,14_1
14_1_45,1,14_1
14_1_46,1,14_1
14_1_47,1,14_1
14_1_48,1,14_1
14_1_49,1,14_1
14_1_50,1,14_1
14_1_51,1,14_1
14_1_52,1,14_1
14_1_53,1,14_1
14_1_54,1,14_1
14_1_55,1,14_1
14_1_56,1,14_1
14_1_57,1,14_1
14_1_58,1,14_1
14_1_59,1,14_1
14_1_60,1,14_1
14_1_61,1,14_1
14_1_62,1,14_1
14_1_63,1,14_1
14_1_64,1,14_1
14_1_65,1,14_1
14_1_66,1,14_1
14_1_67,1,14_1
14_1_68,1,14_1
14_1_69,1,14_1
14_1_70,1,14_1
14_1_71,1,14_1
14_1_72,1,14_1
14_1_73,1,14_1
14_1_74,1,14_1
14_1_75,1,14_1
14_1_76,1,14_1
14_1_77,1,14_1
14_1_78,1,14_1
14_1_79,1,14_1
14_1_80,1,14_1
14_1_81,1,14_1
14_1_82,1,14_1
14_1_83,1,14_1
14_1_84,1,14_1
14_1_85,1,14_1
14_1_86,1,14_1
14_1_87,1,14_1
14_1_88,1,14_1
14_1_89,1,14_1
14_1_90,1,14_1
14_1_91,1,14_1
14_1_92,1,14_1
14_1_93,1,14_1
14_1_94,1,14_1
14_1_95,1,14_1
14_1_96,1,14_1
14_1_97,1,14_1
14_1_98,1,14_1
14_1_99,1,14_1
14_1_100,1,14_1
14_1_101,1,14_1
14_1_102,1,14_1
14_1_103,1,14_1
14_1_104,1,14_1
14_1_105,1,14_1
14_1_106,1,14_1
14_1_107,1,14_1
14_1_108,1,14_1
14_1_109,1,14_1
14_1_110,1,14_1
14_1_111,1,14_1
14_1_112,1,14_1
14_1_113,1,14_1
14_1_114,1,14_1
14_1_115,1,14_1
14_1_116,1,14_1
14_1_117,1,14_1
14_1_118,2,14_1
14_1_119,2,14_1
14_1_120,2,14_1
14_1_121,2,14_1
14_1_122,2,14_1
14_1_123,1,14_1
14_1_124,1,14_1
14_1_125,1,14_1
14_1_126,1,14_1
14_1_127,1,14_1
14_1_128,1,14_1
14_1_129,1,14_1
14_1_130,1,14_1
14_1_131,1,14_1
14_1_132,1,14_1
14_1_133,1,14_1
14_1_134,1,14_1
14_1_135,1,14_1
14_1_136,1,14_1
14_1_137,1,14_1
14_1_138,1,14_1
14_1_139,1,14_1
14_1_140,1,14_1
14_1_141,1,14_1
14_1_142,1,14_1
14_1_143,1,14_1
14_1_144,1,14_1
14_1_145,1,14_1
14_1_146,1,14_1
14_1_147,1,14_1
14_1_148,1,14_1
14_1_149,1,14_1
14_1_150,2,14_1
14_1_151,2,14_1
14_1_152,2,14_1
14_1_153,2,14_1
14_1_154,2,14_1
14_1_155,2,14_1
14_1_156,2,14_1
14_1_157,2,14_1
14_1_158,2,14_1
14_1_159,2,14_1
14_1_160,2,14_1
14_1_161,2,14_1
14_1_162,2,14_1
14_1_163,2,14_1
14_1_164,2,14_1
14_1_165,2,14_1
14_1_166,2,14_1
14_1_167,2,14_1
14_1_168,2,14_1
14_1_169,2,14_1
14_1_170,2,14_1
14_1_171,2,14_1
14_1_172,2,14_1
14_1_173,2,14_1
14_1_174,2,14_1
14_1_175,2,14_1
14_1_176,2,14_1
14_1_177,2,14_1
15_1_1,1,15_1
15_1_2,1,15_1
15_1_3,1,15_1
15_1_4,1,15_1
15_1_5,1,15_1
15_1_6,1,15_1
15_1_7,1,15_1
15_1_8,1,15_1
15_1_9,1,15_1
15_1_10,1,15_1
15_1_11,1,15_1
15_1_12,1,15_1
15_1_13,1,15_1
15_1_14,1,15_1
15_1_15,1,15_1
15_1_16,1,15_1
15_1_17,1,15_1
15_1_18,1,15_1
15_1_19,1,15_1
15_1_20,1,15_1
15_1_21,1,15_1
15_1_22,1,15_1
15_1_23,1,15_1
15_1_24,1,15_1
15_1_25,1,15_1
15_1_26,1,15_1
15_1_27,1,15_1
15_1_28,1,15_1
15_1_29,1,15_1
15_1_30,1,15_1
15_1_31,1,15_1
15_1_32,1,15_1
15_1_33,1,15_1
15_1_34,1,15_1
15_1_35,1,15_1
15_1_36,1,15_1
15_1_37,1,15_1
15_1_38,1,15_1
15_1_39,1,15_1
15_1_40,2,15_1
15_1_41,2,15_1
15_1_42,2,15_1
15_1_43,2,15_1
15_1_44,1,15_1
15_1_45,1,15_1
15_1_46,1,15_1
15_1_47,1,15_1
15_1_48,1,15_1
15_1_49,1,15_1
15_1_50,1,15_1
15_1_51,1,15_1
15_1_52,1,15_1
15_1_53,1,15_1
15_1_54,1,15_1
15_1_55,1,15_1
15_1_56,1,15_1
15_1_57,1,15_1
15_1_58,2,15_1
15_1_59,2,15_1
15_1_60,2,15_1
15_1_61,2,15_1
15_1_62,2,15_1
15_1_63,1,15_1
15_1_64,1,15_1
15_1_65,1,15_1
15_1_66,1,15_1
15_1_67,1,15_1
15_1_68,1,15_1
15_1_69,1,15_1
15_1_70,1,15_1
15_1_71,1,15_1
15_1_72,1,15_1
15_1_73,1,15_1
15_1_74,1,15_1
15_1_75,1,15_1
15_1_76,1,15_1
15_1_77,1,15_1
15_1_78,1,15_1
15_1_79,1,15_1
15_1_80,1,15_1
15_1_81,1,15_1
15_1_82,1,15_1
15_1_83,1,15_1
15_1_84,1,15_1
15_1_85,1,15_1
15_1_86,1,15_1
15_1_87,1,15_1
15_1_88,1,15_1
15_1_89,1,15_1
15_1_90,2,15_1
15_1_91,2,15_1
15_1_92,2,15_1
15_1_93,2,15_1
15_1_94,2,15_1
15_1_95,2,15_1
15_1_96,2,15_1
16_1_1,1,16_1
16_1_2,1,16_1
16_1_3,1,16_1
16_1_4,1,16_1
16_1_5,1,16_1
16_1_6,1,16_1
16_1_7,1,16_1
16_1_8,1,16_1
16_1_9,1,16_1
16_1_10,1,16_1
16_1_11,1,16_1
16_1_12,1,16_1
16_1_13,1,16_1
16_1_14,1,16_1
16_1_15,1,16_1
16_1_16,1,16_1
16_1_17,1,16_1
16_1_18,1,16_1
16_1_19,1,16_1
16_1_20,1,16_1
16_1_21,1,16_1
16_1_22,1,16_1
16_1_23,1,16_1
16_1_24,1,16_1
16_1_25,1,16_1
16_1_26,1,16_1
16_1_27,1,16_1
16_1_28,1,16_1
16_1_29,1,16_1
16_1_30,1,16_1
16_1_31,1,16_1
16_1_32,1,16_1
16_1_33,1,16_1
16_1_34,1,16_1
16_1_35,1,16_1
16_1_36,1,16_1
16_1_37,1,16_1
16_1_38,1,16_1
16_1_39,1,16_1
16_1_40,1,16_1
16_1_41,1,16_1
16_1_42,1,16_1
16_1_43,1,16_1
16_1_44,1,16_1
16_1_45,1,16_1
16_1_46,1,16_1
16_1_47,1,16_1
16_1_48,1,16_1
16_1_49,1,16_1
16_1_50,1,16_1
16_1_51,1,16_1
16_1_52,1,16_1
16_1_53,1,16_1
16_1_54,1,16_1
16_1_55,1,16_1
16_1_56,1,16_1
16_1_57,1,16_1
16_1_58,1,16_1
16_1_59,1,16_1
16_1_60,1,16_1
16_1_61,1,16_1
16_1_62,1,16_1
16_1_63,1,16_1
16_1_64,2,16_1
16_1_65,2,16_1
16_1_66,2,16_1
16_1_67,2,16_1
16_1_68,2,16_1
16_1_69,2,16_1
16_1_70,2,16_1
16_1_71,2,16_1
16_1_72,2,16_1
16_1_73,2,16_1
16_1_74,1,16_1
16_1_75,1,16_1
16_1_76,1,16_1
16_1_77,1,16_1
16_1_78,1,16_1
16_1_79,1,16_1
16_1_80,1,16_1
16_1_81,1,16_1
16_1_82,1,16_1
16_1_83,1,16_1
16_1_84,1,16_1
16_1_85,1,16_1
16_1_86,1,16_1
16_1_87,1,16_1
16_1_88,1,16_1
16_1_89,1,16_1
16_1_90,1,16_1
16_1_91,1,16_1
16_1_92,1,16_1
16_1_93,1,16_1
18_1_1,0,18_1
18_1_2,0,18_1
18_1_3,0,18_1
18_1_4,0,18_1
18_1_5,0,18_1
18_1_6,0,18_1
18_1_7,0,18_1
18_1_8,0,18_1
18_1_9,0,18_1
18_1_10,0,18_1
18_1_11,0,18_1
18_1_12,0,18_1
18_1_13,0,18_1
18_1_14,0,18_1
18_1_15,0,18_1
18_1_16,0,18_1
18_1_17,0,18_1
18_1_18,0,18_1
18_1_19,0,18_1
18_1_20,0,18_1
18_1_21,0,18_1
18_1_22,0,18_1
18_1_23,0,18_1
18_1_24,0,18_1
18_1_25,0,18_1
18_1_26,0,18_1
18_1_27,1,18_1
18_1_28,1,18_1
18_1_29,1,18_1
18_1_30,1,18_1
18_1_31,1,18_1
18_1_32,1,18_1
18_1_33,1,18_1
18_1_34,1,18_1
18_1_35,1,18_1
18_1_36,1,18_1
18_1_37,1,18_1
18_1_38,1,18_1
18_1_39,1,18_1
18_1_40,1,18_1
18_1_41,1,18_1
18_1_42,1,18_1
18_1_43,1,18_1
18_1_44,1,18_1
18_1_45,1,18_1
18_1_46,1,18_1
18_1_47,1,18_1
18_1_48,1,18_1
18_1_49,1,18_1
18_1_50,1,18_1
18_1_51,1,18_1
18_1_52,1,18_1
